id,question,answer1,answer2,answer3,answer4,correctAnswer,explanation,signId,image,chapter,isFailingPoint,newExplanation,isHard,isSaved,questionStatus
488,"Theo hướng mũi tên, thứ tự các xe đi như thế nào là đúng?","Xe công an, xe con, xe tải, xe khách.","Xe công an, xe khách, xe con, xe tải.","Xe công an, xe tải, xe khách, xe con.","Xe con, xe công an, xe tải, xe khách.",1,"Thứ tự ưu tiên: Xe ưu tiên - Đường ưu tiên - Đường cùng cấp theo thứ tự bên phải trống - rẽ phải - đi thẳng - rẽ trái.
1. Xe công an: Xe ưu tiên.
2. Xe con: Đường ưu tiên
3. Xe tải: Đường không ưu tiên, đi thẳng.
4. Xe khách: Đường không ưu tiên, rẽ trái.",W.208;W.207a,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/16032.png,7,,"Thứ tự ưu tiên: Xe vào giao lộ trước; Xe ưu tiên; Đường ưu tiên; đường cùng cấp theo thứ tự bên phải trống, rẽ phải, đi thẳng, rẽ trái.
1. Xe công an: Xe ưu tiên.
2. Xe con: Đường ưu tiên.
3. Xe tải: Đường không ưu tiên và đi thẳng.
4. Xe khách: Đường không ưu tiên và rẽ trái.",,,
489,"Theo hướng mũi tên, thứ tự các xe đi như thế nào là đúng quy tắc giao thông?","Xe tải, xe công an, xe khách, xe con.","Xe công an, xe khách, xe con, xe tải.","Xe công an, xe con, xe tải, xe khách.","Xe công an, xe tải, xe khách, xe con.",4,"Thứ tự ưu tiên: Xe ưu tiên - Đường ưu tiên - Đường cùng cấp theo thứ tự bên phải trống - rẽ phải - đi thẳng - rẽ trái.
1. Xe công an: Xe ưu tiên
2. Xe tải: Đường ưu tiên.
3. Xe khách: Đường không ưu tiên, bên phải trống.
4. Xe con: Đường không ưu tiên, bên phải vướng xe khách nên phải nhường.",W.208;I.401;S.506a;S.506b,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14875.png,7,,"Thứ tự ưu tiên: Xe vào giao lộ trước; Xe ưu tiên; Đường ưu tiên; đường cùng cấp theo thứ tự bên phải trống, rẽ phải, đi thẳng, rẽ trái.
1. Xe công an: Xe ưu tiên. 
2. Xe tải: Đường ưu tiên (Chú ý biển phụ hướng đường ưu tiên).
3. Xe khách: Đường không ưu tiên và bên phải trống (do xe công an đã đi rồi).
4. Xe con: Đường không ưu tiên, bên  phải đang có xe khách nên phải nhường đường.",1,,
490,Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?,"Xe tải, xe con, mô tô.","Xe con, xe tải, mô tô.","Mô tô, xe con, xe tải.","Xe con, mô tô, xe tải.",3,"Thứ tự ưu tiên: Xe ưu tiên - Đường ưu tiên - Đường cùng cấp theo thứ tự bên phải trống - rẽ phải - đi thẳng - rẽ trái.
1. Xe mô tô: bên phải trống.
2. Xe con: Đi thẳng.
3. Xe tải: Rẽ trái;",,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14973.png,7,,"Thứ tự ưu tiên: Xe vào giao lộ trước; Xe ưu tiên; Đường ưu tiên; đường cùng cấp theo thứ tự bên phải trống, rẽ phải, đi thẳng, rẽ trái.
1. Xe mô tô: Bên phải trống.
2. Xe con: Đi thẳng.
3. Xe tải: Rẽ trái.",1,,
491,Xe nào phải nhường đường trong trường hợp này?,Xe con.,Xe tải.,,,1,"Giao nhau cùng cấp có vòng xuyến: Chưa vào vòng xuyến thì ưu tiên xe bên phải; đã vào vòng xuyến ưu tiên xe từ bên trái tới.
Xe con nhường vì thấy xe tải từ bên trái tới đã nằm trong vòng xuyến.",R.303,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15175.png,7,,"Giao nhau cùng cấp CÓ biển báo hiệu đi theo vòng xuyến: nhường đường cho xe đi bên trái.
Giao nhau cùng cấp KHÔNG có biển báo hiệu đi theo vòng xuyến: Nhường đường cho xe đi đến từ bên phải.
Xe con phải nhường đường vì có biển báo hiệu đi theo vòng xuyến, xe tải đã đã nằm trong vòng xuyến và đi bên trái.",,,
492,Trường hợp này xe nào được quyền đi trước?,Mô tô.,Xe con.,,,2,Xe con được đi trước vì mô tô có biển STOP trước mặt.,P.122,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14947.png,7,,"Xe con được đi trước vì mô tô có biển STOP trước mặt, nên phải dừng lại nhường đường.",,,
493,Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?,"Xe con (A), xe cứu thương, xe con (B).","Xe cứu thương, xe con (B), xe con (A).","Xe con (B), xe con (A), xe cứu thương.",,1,"Thứ tự ưu tiên: Xe vào ngã ba, ngã tư trước - Xe ưu tiên - Đường ưu tiên - Đường cùng cấp theo thứ tự bên phải trống - rẽ phải - đi thẳng - rẽ trái.
1. Xe con (A): Đã vào ngã tư trước;
2. Xe cứu thương: Xe ưu tiên;
3. Xe con (B);",,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14925.png,7,,"Thứ tự ưu tiên: Xe vào giao lộ trước; Xe ưu tiên; Đường ưu tiên; đường cùng cấp theo thứ tự bên phải trống, rẽ phải, đi thẳng, rẽ trái.
1. Xe con (A): Đã vào ngã tư trước. 
2. Xe cứu thương: Xe ưu tiên.
3. Xe con (B).",,,
494,Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?,"Xe cứu thương, xe cứu hỏa, xe con.","Xe cứu hỏa, xe cứu thương, xe con.","Xe cứu thương, xe con, xe cứu hỏa.",,2,Thứ tự xe ưu tiên: Xe cứu hoả (mức độ thương vong lớn hơn); Xe công an; Xe cứu thương.,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14997.png,7,,"Thứ tự ưu tiên: Xe vào giao lộ trước; Xe ưu tiên; Đường ưu tiên; đường cùng cấp theo thứ tự bên phải trống, rẽ phải, đi thẳng, rẽ trái.
Thứ tự xe ưu tiên: Hỏa; Quân; Công; Thương.  
1. Xe cứu hoả: Xe ưu tiên cao nhất.  
2. Xe cứu thương: Xe ưu tiên nhưng thua mức độ ưu tiên so với xe cứu hoả.  
3. Xe con: Đi sau cùng.",,,
495,Xe nào được quyền đi trước trong trường hợp này?,Mô tô.,Xe cứu thương.,,,2,Xe ưu tiên đi trước.,W.208;I.401;S.506a;S.506b,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15055.png,7,,"Thứ tự ưu tiên: Xe vào giao lộ trước; Xe ưu tiên; Đường ưu tiên; đường cùng cấp theo thứ tự bên phải trống, rẽ phải, đi thẳng, rẽ trái.
1. Xe cứu thương: Xe ưu tiên.
2. Xe mô tô: Mặc dù mồ tô đi trên đường ưu tiên, nhưng phải nhường đường xe ưu tiên đi trước.",,,
496,Xe nào phải nhường đường đi cuối cùng qua nơi giao nhau này?,Xe khách.,Xe tải.,Xe con.,,1,"Thứ tự ưu tiên: Xe ưu tiên - Đường ưu tiên - Đường cùng cấp theo thứ tự bên phải trống - rẽ phải - đi thẳng - rẽ trái.
1. Xe con: Đường ưu tiên;
2. Xe tải: Đường không ưu tiên, rẽ phải
3. Xe khách: Đường không ưu tiên, rẽ trái (Đáp án đúng).",W.208;W.207a,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14998.png,7,,"Thứ tự ưu tiên: Xe vào giao lộ trước; Xe ưu tiên; Đường ưu tiên; đường cùng cấp theo thứ tự bên phải trống, rẽ phải, đi thẳng, rẽ trái.
Thứ tự các xe đi như sau:
1. Xe con: Đường ưu tiên.
2. Xe tải: Đường không ưu tiên và rẽ phải.
3. Xe khách: Đường không ưu tiên và rễ trái.
Như vậy đáp án là xe khách đi sau cùng.",,,
497,Xe nào phải nhường đường là đúng quy tắc giao thông?,Xe con.,Xe tải.,,,1,"Thứ tự ưu tiên: Xe ưu tiên - Đường ưu tiên - Đường cùng cấp theo thứ tự bên phải trống - rẽ phải - đi thẳng - rẽ trái.
Đáp án đúng là Xe con phải nhường đường: bên phải vướng xe tải.",W.208;S.506a;S.506b,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15116.png,7,,"Thứ tự ưu tiên: Xe vào giao lộ trước; Xe ưu tiên; Đường ưu tiên; đường cùng cấp theo thứ tự bên phải trống, rẽ phải, đi thẳng, rẽ trái.
Cả 2 xe đều đi trên đường không ưu tiên và đi thẳng, tuy nhiên xe tải đường phía tay phải trống nên được đi trước. Do đó đáp án là xe con phải nhường đường.",,,
498,Xe nào được quyền đi trước trong trường hợp này?,Xe công an.,Xe chữa cháy.,,,2,Xe ưu tiên theo mức độ thiệt hại: Xe chữ cháy ưu tiên hơn.,W.208;W.207a,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14808.png,7,,"Thứ tự xe ưu tiên: Hỏa; Quân; Công; Thương. 
Xe cứu hoả được ưu tiên cao hơn xe công an.",,,
499,"Theo tín hiệu đèn, xe nào được phép đi?",Xe con và xe khách.,Mô tô.,,,1,Xe con và xe khách đang ở làn đường có tín hiệu đèn xanh nên được phép đi.,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14902.png,7,,Xe con và xe khách đang ở làn đường có tín hiệu đèn xanh nên được phép đi. Xe mô tô đang ở làn đường có tín hiệu đỏ nên phải dừng lại.,,,
500,"Theo tín hiệu đèn, xe nào được quyền đi là đúng quy tắc giao thông?","Xe khách, mô tô.","Xe con, xe tải.","Xe tải, mô tô.",,2,Xe con và xe tải đang ở trên làn đường có tín hiệu đèn xanh nên được phép đi.,I.401;S.506a;S.506b,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14809.png,7,,Xe con và xe tải đang ở trên làn đường có tín hiệu đèn xanh nên được phép đi. Xe mô tô và xe khách đang ở làn đường có tín hiệu đỏ nên phải dừng lại.,,,
501,Trong trường hợp này xe nào được quyền đi trước?,Xe công an.,Xe quân sự.,,,2,"Xe ưu tiên cùng cấp nên áp dụng thứ tự đường cùng cấp: Bên phải trống - Rẽ phải - Đi thẳng - Rẽ trái.
Xe quân sự được ưu tiên trước do bên phải trống.",,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14926.png,7,,"Thứ tự xe ưu tiên: Hỏa; Quân; Công; Thương
Xe quân sự được ưu tiên cao hơn xe công an.",,,
502,"Theo tín hiệu đèn, xe tải đi theo hướng nào là đúng quy tắc giao thông?","Hướng 2, 3, 4.",Chỉ hướng 1.,Hướng 1 và 2.,Hướng 3 và 4.,2,"Hướng 1 rẽ phải có tín hiệu đèn xanh nên được đi. Hướng đi thẳng đang có tín hiệu đèn đỏ do các hướng 2, 3, 4 không thể đi được. Câu trả lời đúng là chỉ có hướng 1.",,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14842.png,7,,"Hướng 1: Được phép ởi do có tín hiệu đèn xanh rẽ phải.
Hướng 2, 3 và 4: Không được đi do có tín hiệu đèn đỏ.
Như vậy chỉ có hướng 1 được phép đi.",,,
503,"Các xe đi theo hướng mũi tên, xe nào vi phạm quy tắc giao thông?","Xe khách, xe tải, mô tô.","Xe tải, xe con, mô tô.","Xe khách, xe con, mô tô.",,1,"1. Xe khách: Sai làn, Đi thẳng đèn đang đỏ.
2. Xe tải: Sai làn: Đi trên làn đi thẳng trong khi thực hiện.
3. Xe mô tô: Sai làn: Đi trên làn xe rẽ trái trong khi thực hiện rẽ phải,
Nên đáp án đúng là xe khách, xe tải và xe mô tô đều vi phạm quy tắc giao thông.",,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15200.png,7,,"1. Xe khách: Đi sai làn (đi thẳng nhưng đi trên làn rẽ trái); đi thẳng khi đèn đi thẳng đang đỏ.
2. Xe tải (bên trái): Đi sai làn (rẽ trái nhưng đi trên làn đi thẳng).
3. Xe tải (bên phải): Đi sai làn (rẽ trái nhưng đi trên làn rẽ phải).
4. Xe mô tô: Đi sai làn (rẽ phải nhưng đi trên làn rẽ trái).
5. Xe con: đi đúng (đi đúng làn, đúng đèn xanh rẽ phải).  Nên đáp án đúng là xe khách, xe tải và xe mô tô đều vi phạm quy tắc giao thông.",,,
504,Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?,"Xe khách, xe tải, mô tô, xe con.","Xe con, xe khách, xe tải, mô tô.","Mô tô, xe tải, xe khách, xe con.","Mô tô, xe tải, xe con, xe khách.",3,"Giao nhau cùng cấp có vòng xuyến: Chưa vào vòng xuyến thì ưu tiên xe bên phải, đã vào vòng xuyến ưu tiên từ bên trái tới.
Toàn bộ các xe chưa vào phòng xuyến nên ưu tiên xe bên phải.
Thứ tự sẽ là Mô tô, xe tải, xe khách, xe con.",,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14903.png,7,,"Giao nhau cùng cấp CÓ biển báo hiệu đi theo vòng xuyến: nhường đường cho xe đi bên trái. Giao nhau cùng cấp KHÔNG có biển báo hiệu đi theo vòng xuyến: Nhường đường cho xe đi đến từ bên phải.
Tất cả các xe chưa vào vòng xuyến, nhường đường cho xe phía đường tay phải.
Xe mô tô phía đường tay phải không có ai, được đi trước. Sau khi mô tô đi, phía đường tay xe tải trống, được đi trước. Lần lượt như thế đến xe khách, và xe con.",,,
505,Trong trường hợp này xe nào đỗ vi phạm quy tắc giao thông?,Xe tải.,Xe con và mô tô.,Cả ba xe.,Xe con và xe tải.,1,Biển cấm đỗ xe tải(ở biển phụ) nên chỉ có xe tải vi phạm.,P.130;S.505a,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15056.png,7,,Biển chính là biển cấm đỗ. Biển phụ áp dụng cho xe tải. Nên đáp án là xe tải đỗ sai quy tắc giao thông.,,,
506,Xe nào được quyền đi trước?,Xe tải.,Xe con (B).,Xe con (A).,,2,"Thứ tự ưu tiên không vòng xuyến: Xe vào ngã ba, ngã tư trước - Xe ưu tiên - Đường ưu tiên - Đường cùng cấp theo thứ tự bên phải - rẽ phải - đi thẳng - rẽ trái.
Đáp án đúng là Xe con (B): Đường ưu tiên.",W.208;W.207a,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14927.png,7,,"Thứ tự ưu tiên: Xe vào giao lộ trước; Xe ưu tiên; Đường ưu tiên; đường cùng cấp theo thứ tự bên phải trống, rẽ phải, đi thẳng, rẽ trái.
Xe con (B) đi trên đường ưu tiên, nên được đi đầu tiên.",,,
507,"Theo hướng mũi tên, những hướng nào xe gắn máy đi được?",Cả ba hướng.,Chỉ hướng 1 và 3.,Chỉ hướng 1.,,1,"Bạn lưu ý câu hỏi này hỏi về hướng đi của xe GẮN MÁY.
Hướng 1 và 3 chắc chắn là đi đực rồi.
Với hướng 2, biển báo cấm mô tô đi vào chỉ có tác dụng với xe MÔ TÔ nên xe gắn máy không có hiệu lực. Do đó vẫn đi vào bình thường.",P.103a;P.104,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15297.png,7,,"CHÚ Ý: xe gắn máy và mô tô là 2 loại xe khác nhau.
Hướng 1: Rẽ phải được đi.
Hướng 2: Có biển báo cấm xe MÔ TÔ, nên xe gắn máy vẫn được đi.
Hướng 3: Cấm xe ô tô nên được đi.",,,
508,Xe nào đỗ vi phạm quy tắc giao thông?,Cả hai xe.,Không xe nào vi phạm.,Chỉ xe mô tô vi phạm.,Chỉ xe tải vi phạm.,1,Biển cấm đỗ xe ở cả phía trước và phía sau biển (ở biển báo phụ) nên cả 2 xe vi phạm.,P.130;S.503e,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15015.png,7,,"Biển chính là biển cấm đỗ. Biện phụ báo hiệu hướng tác dụng của biển chính, theo hướng mũi tên là cả phía trước và phía sau mặt biển chính. Nên đáp án là cả 2 xe đều vi phạm.",,,
509,Xe nào đỗ vi phạm quy tắc giao thông?,Chỉ mô tô.,Chỉ xe tải.,Cả ba xe.,Chỉ mô tô và xe tải.,3,Xe tải đậu trái đường; Xe con và mô tô đậu xe đè vạch nên cả 3 xe vi phạm.,,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15348.png,7,,"1. Xe tải: Đỗ trái đường.
2. Xe con: Đỗ đè lên vạch kẻ đường dành cho người đi bộ.
3. Xe mô tô: Đỗ đè lên vạch kẻ đường dành cho người đi bộ.
Do đó đáp án là cả 3 xe đều đỗ sai.",,,
510,Xe tải kéo mô tô ba bánh như hình này có đúng quy tắc giao thông không?,Đúng.,Không đúng.,,,2,"Xe tải kéo xe mô tô 3 bánh như trên hình là không đúng vì đi vào đường có biển P.108 ""Cấm ô tô kéo moóc"" kể cả xe máy kéo, xe ô tô khách kéo theo rơ moóc đi qua.",P.108,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15076.png,7,,"Theo quy định, xe được kéo không được phép có người ngồi trên. Trên hình minh hoạ, xe mô tô 3 bánh có người ngôi trên nên đã vi phạm quy tắc giao thông.",,,
511,"Theo hướng mũi tên, hướng nào xe không được phép đi?",Hướng 2 và 5.,Chỉ hướng 1.,,,2,Hướng 1 có biển cấm ô tô nên xe ô tô đương nhiên không được phép đi vào rồi.,P.103a,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14904.png,7,,Hướng 1 có biển cấm ô tô nên xe ô tô nên không được phép đi vào.,,,
512,"Theo hướng mũi tên, những hướng nào ô tô không được phép đi?",Hướng 1 và 2.,Hướng 3.,Hướng 1 và 4.,Hướng 2 và 3.,2,"Biển P.123a ""Cấm rẽ trái"" không cấm quay đầu xe nên chỉ có hướng 3 là hướng ô tô không được phép đi.",P.123a,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14999.png,7,,"Biển P.123a ""Cấm rẽ trái"" không cấm quay đầu xe nên chỉ có hướng 3 là hướng ô tô không được phép đi.",,,
513,Xe nào vượt đúng quy tắc giao thông?,Cả 2 xe đều đúng.,Xe con.,Xe khách.,,1,"Biển số P.126 ""Cấm ô tô tải vượt"" nên không áp dụng với xe con và xe khách.",P.126,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15077.png,7,,"Biển số P.126 ""Cấm ô tô tải vượt"" nên không áp dụng với xe con và xe khách.",,,
514,"Theo hướng mũi tên, gặp biển hướng đi phải theo đặt trước ngã tư, những hướng nào xe được phép đi?",Hướng 2 và 3.,"Hướng 1, 2 và 3.",Hướng 1 và 3.,,1,"Biển số R.301g được đặt trước ngã ba, ngã tư. Các xe chỉ được phép đi thẳng hay rẽ trái ở khu vực sau mặt biển và được phép quay đầu xe để đi theo hướng ngược lại.
Đáp án đúng là hướng 2 và hướng 3.",R.301g,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15016.png,7,,"Biển số R.301g được đặt trước ngã ba, ngã tư. Các xe chỉ được phép đi thẳng hay rẽ trái ở khu vực sau mặt biển và được phép quay đầu xe để đi theo hướng ngược lại.
Đáp án đúng là hướng 2 và hướng 3.",,,
515,Xe kéo nhau như hình này có vi phạm quy tắc giao thông không?,Không.,Vi phạm.,,,2,"Xe kéo rơ moóc, xe kéo sơ mi rơ moóc đã kéo rơ moóc thì không được kéo thêm xe khác nên trường hợp này là vi phạm.",,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15125.png,7,,"Xe kéo rơ-moóc, xe kéo sơ mi rơ-moóc đã kéo rơ-moóc thì không được kéo thêm xe khác nên trường hợp này là vi phạm.",,,
516,Xe nào phải nhường đường trong trường hợp này?,Xe khách.,Xe tải.,,,1,"Phía trước xe tải có biển báo được ưu tiên qua đường hẹp nên được đi trước.
Hoặc phía trước xe khách có biển báo nhường cho xe ngược chiều qua đường hẹp.",P.132;I.406,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14843.png,7,,"Phía trước xe tải có biển báo được ưu tiên qua đường hẹp nên được đi trước.
Phía trước xe khách có biển báo nhường cho xe ngược chiều qua đường hẹp.",,,
517,Xe nào được quyền đi trước trong trường hợp này?,Xe con.,Xe mô tô.,,,2,"Cả 2 xe đều gặp đèn xanh nên áp dụng quy tắc đường cùng cấp: Bên phải trống - Rẽ phải - Đi thẳng - Rẽ trái.
Nên đáp án đúng là xe mô tô rẽ phải được quyền đi trước.
Xe con rẽ trái phải nhường đường.",,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15017.png,7,,"Thứ tự ưu tiên: Xe vào giao lộ trước; Xe ưu tiên; Đường ưu tiên; đường cùng cấp theo thứ tự bên phải trống, rẽ phải, đi thẳng, rẽ trái.
Làn đường mô tô và xe con đều có tín hiệu đèn xanh, nên áp dụng quy tắc ưu tiên ở trên. Xe mô tô rẽ phải đi trước, xe con rẽ trái đi sau.",,,
518,Xe kéo nhau trong trường hợp này đúng quy định không?,Không đúng.,Đúng.,,,1,"Xe đầu kéo (xe container) đã kéo rơ moóc, sơmi rơmoóc không được phép kéo thêm rơ moóc hoặc xe khác, vật khác.",,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15035.png,7,,"Xe kéo rơ-moóc, xe kéo sơ mi rơ-moóc đã kéo rơ-moóc thì không được kéo thêm xe khác nên trường hợp này là vi phạm.",,,
519,"Theo hướng mũi tên, những hướng nào ô tô con được phép đi?",Hướng 1.,"Hướng 1, 3 và 4.","Hướng 2, 3 và 4.",Cả bốn hướng.,2,"Biển số R.301d ""Chỉ được rẽ phải"" chỉ áp dụng với xe tải (biển phụ) nên không áp dụng với xe con.
Hướng 2 cấm xe con không được đi vào, còn hướng 1, 3 và 4 xe con đều được phép đi.",P.103a;R.301d;S.505a,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15164.png,7,,"Biển số R.301d ""Chỉ được rẽ phải"" chỉ áp dụng với xe tải (biển phụ) nên không áp dụng với xe con.
Hướng 2 cấm xe con không được đi vào. Như vậy hướng 1, 3 và 4 xe con đều được phép đi.",,,
520,Thứ tự các xe đi như thế nào là đúng quy tắc giao thông?,"Xe con A, mô tô, xe con B, xe đạp.","Xe con B, xe đạp, mô tô, xe con A.","Xe con A, xe con B, mô tô + xe đạp.","Mô tô + xe đạp, xe con A, xe con B.",4,"Thứ tự ưu tiên đường cùng cấp: Xe ưu tiên - Đường ưu tiên - Bên phải trống - rẽ phải - đi thẳng - rẽ trái.
1. Mô tô và xe đạp: Bên phải trống;
2. Xe con (A): Đi thẳng;
3. Xe con (B): Rẽ trái.",,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14810.png,7,,"Thứ tự ưu tiên: Xe vào giao lộ trước; Xe ưu tiên; Đường ưu tiên; đường cùng cấp theo thứ tự bên phải trống, rẽ phải, đi thẳng, rẽ trái.
1. Mô tô và xe đạp: Bên phải trống.
2. Xe con (A): Đi thẳng.
3. Xe con (B): Rẽ trái.",,,
521,"Theo hướng mũi tên, những hướng nào xe tải được phép đi?",Chỉ hướng 1.,"Hướng 1, 3 và 4.","Hướng 1, 2 và 3",Cả bốn hướng.,1,"Biển số R.301d ""chỉ đươc45 rẽ phải"" áp dụng với xe tải (biển phụ) nên hướng 3, 4 rẽ trái bị cấm.
Hướng 2 có biển cấm xe tải đi vào.
Nên xe tải chỉ có thể chạy theo hướng 1 là đáp án đúng.",P.106a;R.301d;S.505a,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14948.png,7,,"Biển báo R.301d ""Chỉ được rẽ phải"" áp dụng với xe tải (biển phụ bên dưới) nền xe tải chỉ có thể chạy theo hướng 1.",,,
522,Những hướng nào xe tải được phép đi?,Cả ba hướng.,Hướng 2 và 3.,,,2,Xe tải cấm rẽ phải (biển phụ) nên chỉ đi được hướng 2 và hướng 3.,P.106a;S.505a,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15216.png,7,,"Biển báo P.106a ""Cấm ô tô tải"" áp dụng với hướng rẽ phải (biển phụ bên dưới) nên xe tải chỉ có thể chạy theo hướng 2 và hướng 3.",,,
523,Những hướng nào ô tô tải được phép đi?,Chỉ hướng 1.,Hướng 1 và 4.,Hướng 1 và 5.,"Hướng 1, 4 và 5.",3,"Hướng 2, 3, 4 bị cấm do có biển cấm xe ô tô đi vào.
Hướng 1 và 5 xe tải đi được bình thường.",P.103a,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14844.png,7,,"Biển báo P.103a ""Cấm xe ô tô"" đặt ở vị trí trước khi tới các hướng 2, 3 và 4, nên 3 hướng này không được đi.
Hai hướng còn lại, hướng 1 và hướng 5 được đi bình thường.
CHÚ Ý: Ở ngã 3 ngã 4 được phép quay đầu xe.",,,
524,Những hướng nào ô tô tải được phép đi?,Cả bốn hướng.,Trừ hướng 2.,"Hướng 2, 3 và 4.",Trừ hướng 4.,2,Hướng 2 có biển cấm xe tải nên xe tải không được phép đi vào.,P.106a,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14811.png,7,,"Biển báo P.106a ""Cấm ô tô tải"" nên hướng 2 không được đi. Các hướng còn lại đi bình thường.
CHÚ Ý: Ở ngã 3 ngã 4 được phép quay đầu xe.",,,
525,Xe nào được quyền đi trước trong trường hợp này?,Mô tô.,Xe con.,,,1,"Thứ tự ưu tiên: Xe ưu tiên - Đường ưu tiên - Bên phải trống - Rẽ phải - Đi thẳng - Rẽ trái.
Xe mô tô rẽ trái từ đường ưu tiên (theo biển nào và biển phụ) nên được quyền đi trước.",I.401;S.506a;S.506b,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14928.png,7,,"Thứ tự ưu tiên: Xe vào giao lộ trước; Xe ưu tiên; Đường ưu tiên; đường cùng cấp theo thứ tự bên phải trống, rẽ phải, đi thẳng, rẽ trái.
1. Xe mô tô: Rẽ trái từ đường ưu tiên vào đường ưu tiên (theo biển báo và biển phụ bên dưới).
2. Xe con: Đường không ưu tiên nên đi sau.",,,
526,Ô tô con đi theo chiều mũi tên có vi phạm quy tắc giao thông không?,Không vi phạm.,Vi phạm.,,,2,"Biển số R..301a được đặt trước ngã ba, ngã tư. Các xe chỉ được đi thẳng ở khu vực ngã ba, ngã tư.",R.301a,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/15036.png,7,,"Biển số R.301a ""Chỉ được đi thẳng"" được đặt trước ngã ba, ngã tư. Các xe chỉ được đi thẳng ở khu vực ngã ba, ngã tư.",,,
527,Xe nào vi phạm quy tắc giao thông?,Xe khách.,Mô tô.,Xe con.,Xe con và mô tô.,3,Xe con quay đầu đè vạch liền trên đường nên vi phạm.,V.1.2,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14974.png,7,,Xe con quay đầu đè vạch liền trên đường nên vi phạm.,,,
528,Các xe đi như thế nào là đúng quy tắc giao thông?,Các xe ở phía tay phải và tay trái của người điều khiển được phép đi thẳng.,Cho phép các xe ở mọi hướng được rẽ phải.,"Tất cả các xe phải dừng lại trước ngã tư, trừ những xe đã ở trong ngã tư được phép tiếp tục đi.",,3,"Giơ tay thẳng đứng: Tất cả dừng, trừ xe đã ở trong ngã tư. được phép đi;
Giang ngang tay: Trái phải đi; Trước sau dừng;
Tay phải giơ trước: Sau, phải dừng, trước rẽ phải, trái đi các hướng, người đi bộ qua đường đi sau người điều khiển.",,https://cdn.thuvienphapluat.vn/uploads/xlvb/ithong2023/14975.png,7,,"Giơ tay thẳng đứng: Tất cả dừng, trừ xe đã ở trong ngã tư được phép đi.  Giang ngang tay: Trái phải đi; Trước sau dừng.
Tay phải giơ trước: Sau, phải dừng, trước rẽ phải, trái đi các hướng, người đi bộ qua đường đi sau người điều khiển.",,,
